gene	gene_group	metadata_category	metadata_value	total_samples	good_samples	percent_good
nifJ	nif	state	Fl	31	0	0
nifJ	nif	state	Florida	257	11	4.280155642023346
nifJ	nif	state	Georgia	537	15	2.793296089385475
nifJ	nif	state	KS	71	0	0
nifJ	nif	state	MA	24	8	33.333333333333336
nifJ	nif	state	MD	28	6	21.428571428571427
nifJ	nif	state	MI	15	6	40
nifJ	nif	state	ND	79	0	0
nifJ	nif	state	New Mexico	12	0	0
nifJ	nif	state	OK	118	5	4.237288135593221
nifJ	nif	state	P.R	126	11	8.73015873015873
nifJ	nif	state	TN	96	18	18.75
nifJ	nif	state	TX	144	2	1.3888888888888888
nifJ	nif	state	Unknown	72	13	18.055555555555557
nifJ	nif	state	VA	65	9	13.846153846153847
nifJ	nif	state	WY	24	3	12.5
nifK	nif	state	#N/A	6	1	16.666666666666668
nifK	nif	state	AL	490	103	21.020408163265305
nifK	nif	state	Alaska	401	89	22.194513715710723
nifK	nif	state	Arizona	54	54	100
nifK	nif	state	CA	23	10	43.47826086956522
nifK	nif	state	CO	36	30	83.33333333333333
nifK	nif	state	FL	190	61	32.10526315789474
nifK	nif	state	FLorida	5	1	20
nifK	nif	state	Fl	31	11	35.483870967741936
nifK	nif	state	Florida	257	96	37.35408560311284
nifK	nif	state	Georgia	537	190	35.381750465549345
nifK	nif	state	KS	71	44	61.971830985915496
nifK	nif	state	MA	24	3	12.5
nifK	nif	state	MD	28	6	21.428571428571427
nifK	nif	state	MI	15	2	13.333333333333334
nifK	nif	state	ND	79	73	92.40506329113924
nifK	nif	state	New Mexico	12	12	100
nifK	nif	state	OK	118	103	87.28813559322033
nifK	nif	state	P.R	126	33	26.19047619047619
nifK	nif	state	TN	96	20	20.833333333333332
nifK	nif	state	TX	144	80	55.55555555555556
nifK	nif	state	Unknown	72	26	36.111111111111114
nifK	nif	state	VA	65	32	49.23076923076923
nifK	nif	state	WY	24	7	29.166666666666668
nodL	canonical nod	state	#N/A	6	0	0
nodL	canonical nod	state	AL	490	13	2.6530612244897958
nodL	canonical nod	state	Alaska	401	9	2.2443890274314215
nodL	canonical nod	state	Arizona	54	3	5.555555555555555
nodL	canonical nod	state	CA	23	1	4.3478260869565215
nodL	canonical nod	state	CO	36	17	47.22222222222222
nodL	canonical nod	state	FL	190	7	3.6842105263157894
nodL	canonical nod	state	FLorida	5	0	0
nodL	canonical nod	state	Fl	31	2	6.451612903225806
nodL	canonical nod	state	Florida	257	5	1.9455252918287937
nodL	canonical nod	state	Georgia	537	18	3.35195530726257
nodL	canonical nod	state	KS	71	3	4.225352112676056
nodL	canonical nod	state	MA	24	0	0
nodL	canonical nod	state	MD	28	2	7.142857142857143
nodL	canonical nod	state	MI	15	0	0
nodL	canonical nod	state	ND	79	61	77.21518987341773
nodL	canonical nod	state	New Mexico	12	1	8.333333333333334
nodL	canonical nod	state	OK	118	53	44.91525423728814
nodL	canonical nod	state	P.R	126	1	0.7936507936507936
nodL	canonical nod	state	TN	96	4	4.166666666666667
nodL	canonical nod	state	TX	144	8	5.555555555555555
nodL	canonical nod	state	Unknown	72	11	15.277777777777779
nodL	canonical nod	state	VA	65	18	27.692307692307693
nodL	canonical nod	state	WY	24	2	8.333333333333334
nodX	canonical nod	state	#N/A	6	0	0
nodX	canonical nod	state	AL	490	22	4.489795918367347
nodX	canonical nod	state	Alaska	401	13	3.2418952618453867
nodX	canonical nod	state	Arizona	54	0	0
nodX	canonical nod	state	CA	23	2	8.695652173913043
nodX	canonical nod	state	CO	36	4	11.11111111111111
nodX	canonical nod	state	FL	190	11	5.7894736842105265
nodX	canonical nod	state	FLorida	5	0	0
nodX	canonical nod	state	Fl	31	0	0
nodX	canonical nod	state	Florida	257	10	3.8910505836575875
nodX	canonical nod	state	Georgia	537	15	2.793296089385475
nodX	canonical nod	state	KS	71	2	2.816901408450704
nodX	canonical nod	state	MA	24	0	0
nodX	canonical nod	state	MD	28	0	0
nodX	canonical nod	state	MI	15	1	6.666666666666667
nodX	canonical nod	state	ND	79	6	7.594936708860759
nodX	canonical nod	state	New Mexico	12	0	0
nodX	canonical nod	state	OK	118	3	2.542372881355932
nodX	canonical nod	state	P.R	126	1	0.7936507936507936
nodX	canonical nod	state	TN	96	12	12.5
nodX	canonical nod	state	TX	144	11	7.638888888888889
nodX	canonical nod	state	Unknown	72	7	9.722222222222221
nodX	canonical nod	state	VA	65	16	24.615384615384617
nodX	canonical nod	state	WY	24	1	4.166666666666667
noeA	accessory nodulation/symbiosis-related	state	#N/A	6	0	0
noeA	accessory nodulation/symbiosis-related	state	AL	490	11	2.2448979591836733
noeA	accessory nodulation/symbiosis-related	state	Alaska	401	6	1.4962593516209477
noeA	accessory nodulation/symbiosis-related	state	Arizona	54	1	1.8518518518518519
noeA	accessory nodulation/symbiosis-related	state	CA	23	2	8.695652173913043
noeA	accessory nodulation/symbiosis-related	state	CO	36	16	44.44444444444444
noeA	accessory nodulation/symbiosis-related	state	FL	190	2	1.0526315789473684
noeA	accessory nodulation/symbiosis-related	state	FLorida	5	0	0
noeA	accessory nodulation/symbiosis-related	state	Fl	31	4	12.903225806451612
noeA	accessory nodulation/symbiosis-related	state	Florida	257	7	2.7237354085603114
noeA	accessory nodulation/symbiosis-related	state	Georgia	537	5	0.931098696461825
noeA	accessory nodulation/symbiosis-related	state	KS	71	3	4.225352112676056
noeA	accessory nodulation/symbiosis-related	state	MA	24	0	0
noeA	accessory nodulation/symbiosis-related	state	MD	28	2	7.142857142857143
noeA	accessory nodulation/symbiosis-related	state	MI	15	0	0
noeA	accessory nodulation/symbiosis-related	state	ND	79	67	84.81012658227849
noeA	accessory nodulation/symbiosis-related	state	New Mexico	12	1	8.333333333333334
noeA	accessory nodulation/symbiosis-related	state	OK	118	36	30.508474576271187
noeA	accessory nodulation/symbiosis-related	state	P.R	126	1	0.7936507936507936
noeA	accessory nodulation/symbiosis-related	state	TN	96	0	0
noeA	accessory nodulation/symbiosis-related	state	TX	144	6	4.166666666666667
noeA	accessory nodulation/symbiosis-related	state	Unknown	72	9	12.5
noeA	accessory nodulation/symbiosis-related	state	VA	65	18	27.692307692307693
noeA	accessory nodulation/symbiosis-related	state	WY	24	0	0
noeB	accessory nodulation/symbiosis-related	state	#N/A	6	0	0
noeB	accessory nodulation/symbiosis-related	state	AL	490	6	1.2244897959183674
noeB	accessory nodulation/symbiosis-related	state	Alaska	401	4	0.9975062344139651
noeB	accessory nodulation/symbiosis-related	state	Arizona	54	0	0
noeB	accessory nodulation/symbiosis-related	state	CA	23	2	8.695652173913043
noeB	accessory nodulation/symbiosis-related	state	CO	36	14	38.888888888888886
noeB	accessory nodulation/symbiosis-related	state	FL	190	2	1.0526315789473684
noeB	accessory nodulation/symbiosis-related	state	FLorida	5	0	0
noeB	accessory nodulation/symbiosis-related	state	Fl	31	0	0
noeB	accessory nodulation/symbiosis-related	state	Florida	257	2	0.7782101167315175
noeB	accessory nodulation/symbiosis-related	state	Georgia	537	1	0.186219739292365
noeB	accessory nodulation/symbiosis-related	state	KS	71	2	2.816901408450704
noeB	accessory nodulation/symbiosis-related	state	MA	24	0	0
noeB	accessory nodulation/symbiosis-related	state	MD	28	1	3.5714285714285716
noeB	accessory nodulation/symbiosis-related	state	MI	15	0	0
noeB	accessory nodulation/symbiosis-related	state	ND	79	59	74.68354430379746
noeB	accessory nodulation/symbiosis-related	state	New Mexico	12	1	8.333333333333334
noeB	accessory nodulation/symbiosis-related	state	OK	118	31	26.271186440677965
noeB	accessory nodulation/symbiosis-related	state	P.R	126	1	0.7936507936507936
noeB	accessory nodulation/symbiosis-related	state	TN	96	0	0
noeB	accessory nodulation/symbiosis-related	state	TX	144	2	1.3888888888888888
noeB	accessory nodulation/symbiosis-related	state	Unknown	72	7	9.722222222222221
noeB	accessory nodulation/symbiosis-related	state	VA	65	14	21.53846153846154
noeB	accessory nodulation/symbiosis-related	state	WY	24	0	0
nolF	accessory nodulation/symbiosis-related	state	#N/A	6	0	0
nolF	accessory nodulation/symbiosis-related	state	AL	490	12	2.4489795918367347
nolF	accessory nodulation/symbiosis-related	state	Alaska	401	10	2.493765586034913
nolF	accessory nodulation/symbiosis-related	state	Arizona	54	1	1.8518518518518519
nolF	accessory nodulation/symbiosis-related	state	CA	23	2	8.695652173913043
nolF	accessory nodulation/symbiosis-related	state	CO	36	18	50
nolF	accessory nodulation/symbiosis-related	state	FL	190	2	1.0526315789473684
nolF	accessory nodulation/symbiosis-related	state	FLorida	5	0	0
nolF	accessory nodulation/symbiosis-related	state	Fl	31	4	12.903225806451612
nolF	accessory nodulation/symbiosis-related	state	Florida	257	8	3.11284046692607
nolF	accessory nodulation/symbiosis-related	state	Georgia	537	8	1.48975791433892
nolF	accessory nodulation/symbiosis-related	state	KS	71	2	2.816901408450704
nolF	accessory nodulation/symbiosis-related	state	MA	24	0	0
nolF	accessory nodulation/symbiosis-related	state	MD	28	2	7.142857142857143
nolF	accessory nodulation/symbiosis-related	state	MI	15	0	0
nolF	accessory nodulation/symbiosis-related	state	ND	79	68	86.07594936708861
nolF	accessory nodulation/symbiosis-related	state	New Mexico	12	1	8.333333333333334
nolF	accessory nodulation/symbiosis-related	state	OK	118	33	27.966101694915253
nolF	accessory nodulation/symbiosis-related	state	P.R	126	1	0.7936507936507936
nolF	accessory nodulation/symbiosis-related	state	TN	96	0	0
nolF	accessory nodulation/symbiosis-related	state	TX	144	5	3.4722222222222223
nolF	accessory nodulation/symbiosis-related	state	Unknown	72	10	13.88888888888889
nolF	accessory nodulation/symbiosis-related	state	VA	65	21	32.30769230769231
nolF	accessory nodulation/symbiosis-related	state	WY	24	1	4.166666666666667
nolG	accessory nodulation/symbiosis-related	state	#N/A	6	0	0
nolG	accessory nodulation/symbiosis-related	state	AL	490	14	2.857142857142857
nolG	accessory nodulation/symbiosis-related	state	Alaska	401	10	2.493765586034913
nolG	accessory nodulation/symbiosis-related	state	Arizona	54	1	1.8518518518518519
nolG	accessory nodulation/symbiosis-related	state	CA	23	2	8.695652173913043
nolG	accessory nodulation/symbiosis-related	state	CO	36	19	52.77777777777778
nolG	accessory nodulation/symbiosis-related	state	FL	190	4	2.1052631578947367
nolG	accessory nodulation/symbiosis-related	state	FLorida	5	0	0
nolG	accessory nodulation/symbiosis-related	state	Fl	31	4	12.903225806451612
nolG	accessory nodulation/symbiosis-related	state	Florida	257	10	3.8910505836575875
nolG	accessory nodulation/symbiosis-related	state	Georgia	537	12	2.2346368715083798
nolG	accessory nodulation/symbiosis-related	state	KS	71	3	4.225352112676056
nolG	accessory nodulation/symbiosis-related	state	MA	24	0	0
nolG	accessory nodulation/symbiosis-related	state	MD	28	2	7.142857142857143
nolG	accessory nodulation/symbiosis-related	state	MI	15	0	0
nolG	accessory nodulation/symbiosis-related	state	ND	79	70	88.60759493670886
nolG	accessory nodulation/symbiosis-related	state	New Mexico	12	1	8.333333333333334
nolG	accessory nodulation/symbiosis-related	state	OK	118	37	31.35593220338983
nolG	accessory nodulation/symbiosis-related	state	P.R	126	2	1.5873015873015872
nolG	accessory nodulation/symbiosis-related	state	TN	96	0	0
nolG	accessory nodulation/symbiosis-related	state	TX	144	5	3.4722222222222223
nolG	accessory nodulation/symbiosis-related	state	Unknown	72	11	15.277777777777779
nolG	accessory nodulation/symbiosis-related	state	VA	65	21	32.30769230769231
nolG	accessory nodulation/symbiosis-related	state	WY	24	2	8.333333333333334
nifD	nif	native_status	0	43	16	37.2093023255814
nifD	nif	native_status	Unknown	30	18	60
nifD	nif	native_status	no	404	258	63.86138613861386
nifD	nif	native_status	yes	2427	1204	49.6085702513391
nifH	nif	native_status	0	43	17	39.53488372093023
nifH	nif	native_status	Unknown	30	15	50
nifH	nif	native_status	no	404	260	64.35643564356435
nifH	nif	native_status	yes	2427	1278	52.65760197775031
nifJ	nif	native_status	0	43	3	6.976744186046512
nifJ	nif	native_status	Unknown	30	0	0
nifJ	nif	native_status	no	404	38	9.405940594059405
nifJ	nif	native_status	yes	2427	287	11.825298722702925
nifK	nif	native_status	0	43	7	16.27906976744186
nifK	nif	native_status	Unknown	30	11	36.666666666666664
nifK	nif	native_status	no	404	225	55.693069306930695
nifK	nif	native_status	yes	2427	845	34.81664606510095
nodL	canonical nod	native_status	0	43	0	0
nodL	canonical nod	native_status	Unknown	30	6	20
nodL	canonical nod	native_status	no	404	99	24.504950495049506
nodL	canonical nod	native_status	yes	2427	134	5.521219612690564
nodX	canonical nod	native_status	0	43	3	6.976744186046512
nodX	canonical nod	native_status	Unknown	30	4	13.333333333333334
nodX	canonical nod	native_status	no	404	43	10.643564356435643
nodX	canonical nod	native_status	yes	2427	87	3.584672435105068
noeA	accessory nodulation/symbiosis-related	native_status	0	43	0	0
noeA	accessory nodulation/symbiosis-related	native_status	Unknown	30	6	20
noeA	accessory nodulation/symbiosis-related	native_status	no	404	101	25
noeA	accessory nodulation/symbiosis-related	native_status	yes	2427	90	3.708281829419036
noeB	accessory nodulation/symbiosis-related	native_status	0	43	0	0
noeB	accessory nodulation/symbiosis-related	native_status	Unknown	30	6	20
noeB	accessory nodulation/symbiosis-related	native_status	no	404	88	21.782178217821784
noeB	accessory nodulation/symbiosis-related	native_status	yes	2427	55	2.2661722290894106
nolF	accessory nodulation/symbiosis-related	native_status	0	43	0	0
nolF	accessory nodulation/symbiosis-related	native_status	Unknown	30	6	20
nolF	accessory nodulation/symbiosis-related	native_status	no	404	102	25.247524752475247
nolF	accessory nodulation/symbiosis-related	native_status	yes	2427	101	4.161516275236918
nolG	accessory nodulation/symbiosis-related	native_status	0	43	0	0
nolG	accessory nodulation/symbiosis-related	native_status	Unknown	30	6	20
nolG	accessory nodulation/symbiosis-related	native_status	no	404	105	25.99009900990099
nolG	accessory nodulation/symbiosis-related	native_status	yes	2427	119	4.903172641120725
