sample	target	length	covered_bases	percent_covered_from_pileup	mean_depth_from_pileup	median_depth_from_pileup	N_count	N_percent	mixed_positions	max_minor_allele_fraction	min_base_qual	min_map_qual	minor_count_threshold	minor_fraction_threshold	mixed_site_depth_threshold	mixed_positions_threshold	status
DEJU-11-1-No	nifD.fa	1532	1257	82.0496	30.6044	30	275	17.9504	100	0.5000	20	10	5	0.2000	20	10	pass_mixed_possible_multitemplate
DEJU-11-1-Ro	nifD.fa	1532	1311	85.5744	53.9667	63	221	14.4256	1	0.3333	20	10	5	0.2000	20	10	pass_single_dominant
DEJU-12-1-Rh	nifD.fa	1532	1288	84.0731	1298.2631	698	244	15.9269	17	0.4583	20	10	5	0.2000	20	10	pass_mixed_possible_multitemplate
DCFS-8-1-No	nifD.fa	1532	1305	85.1828	5710.4537	7185	227	14.8172	1	0.3333	20	10	5	0.2000	20	10	pass_single_dominant
DEJU-20-1-No	nifD.fa	1532	1300	84.8564	11.2330	9	232	15.1436	10	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
DEJU-18-1-No	nifD.fa	1532	1243	81.1358	869.6769	4	289	18.8642	11	0.5000	20	10	5	0.2000	20	10	pass_mixed_possible_multitemplate
DEJU-21-1-Rh	nifD.fa	1532	1231	80.3525	18.7128	7	301	19.6475	44	0.5000	20	10	5	0.2000	20	10	pass_mixed_possible_multitemplate
DEJU-22-1-Rh	nifD.fa	1532	1256	81.9843	13.2977	6	276	18.0157	31	0.5000	20	10	5	0.2000	20	10	pass_mixed_possible_multitemplate
DEJU-22-1-No	nifD.fa	1532	1276	83.2898	888.0189	3	256	16.7102	4	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
DEJU-23-1-No	nifD.fa	1532	1302	84.9869	1283.1116	4	230	15.0131	4	0.5000	20	10	5	0.2000	20	10	pass_single_dominant
